time,pressure_in,pressure_out,flow_in,flow_out,temperature,leak,pressure_diff,flow_diff,pressure_roll_mean,flow_roll_std
2024-01-01 16:00:00,96.96150663899672,89.73268367571671,493.38712896723473,488.5056970766171,29.03833242097604,0.0,7.22882296328001,4.881431890617648,5.113427886326784,3.5194796274113282
2024-01-01 17:00:00,100.94274199778582,93.59764207765524,449.90344088983113,447.76778105019247,31.39233599431858,0.0,7.345099920130579,2.135659839638663,5.394940877531345,3.5494521560247305
2024-01-01 18:00:00,97.27592777343636,92.85779243090428,515.8854507552306,502.06287372692196,28.96461485426157,0.0,4.418135342532082,13.822577028308672,5.0505021398351655,5.881967701005516
2024-01-01 19:00:00,95.76308889599413,89.93797089786686,469.0185401286632,468.87165891306796,29.823817511941854,0.0,5.8251179981272685,0.14688121559521505,4.971519907126668,6.094021920305756
2024-01-01 20:00:00,104.39694630676466,98.2108054220147,501.4983157566582,509.8021774996059,34.339873176161085,0.0,6.18614088474996,-8.303861742947674,6.20066342176398,8.004040132026581
2024-01-01 21:00:00,99.3226710985404,95.34292976860476,506.9344234489548,499.2386355648169,27.152634726232154,0.0,3.979741329935635,7.695787884137928,5.550847095095105,8.303521057488744
2024-01-01 22:00:00,100.20258461406377,91.8601928407278,534.0164648959662,526.3601207662923,26.296314536850684,0.0,8.342391773335962,7.656344129673926,5.750305465736181,8.507865534999787
2024-01-01 23:00:00,95.72575544135962,91.15065446808042,467.2794900220222,471.460067996441,31.567179329597213,0.0,4.575100973279206,-4.1805779744188385,5.781698591885606,7.1147760336397425
2024-01-02 00:00:00,98.36685182642445,95.47419744056931,424.51219610447936,424.23140449324103,28.642713877411794,0.0,2.8926543858551383,0.2807916112383282,5.19520586943118,7.112882017532972
2024-01-02 01:00:00,100.3327677691296,91.48361670274245,504.5962386188424,506.1485391358692,29.363524944514758,0.0,8.84915106638715,-1.552300517026822,5.727807905758619,5.436181814574792
2024-01-02 02:00:00,96.54701926773309,91.44036971048628,545.0127795377714,542.2482398189214,28.43768724373777,0.0,5.106649557246811,2.76453971884996,5.953189551220854,4.508054171450266
2024-01-02 03:00:00,101.12709405503702,100.46992531853111,530.973658823486,531.2689413975355,29.480399718464977,0.0,0.6571687365059091,-0.2952825740495655,4.416144943854843,2.545394371892612
2024-01-02 04:00:00,98.19808393024358,95.4976791710997,505.24148538186563,509.33743128935527,33.197076224192685,0.0,2.700404759143879,-4.095945907489636,4.041205701027778,2.515711400961323
2024-01-02 05:00:00,99.12491875062017,95.67696983199974,487.70909535919884,481.7780892245681,31.60425691723624,0.0,3.447948918620426,5.931006134630763,4.152264607580835,3.8916062186120555
2024-01-02 06:00:00,98.19488016331181,93.42330081437953,520.1780649159327,514.0278536843132,31.724447023773955,0.0,4.771579348932278,6.150211231619551,3.3367502640898605,4.348825784931756
2024-01-02 07:00:00,105.55683455352681,100.26136179929375,475.66134500738826,471.0344696762771,27.167545888414708,0.0,5.29547275423306,4.626875331111137,3.3745149034871105,4.498134144999173
2024-01-02 08:00:00,99.9595083257862,95.59796794065124,511.90894423390546,501.21194504911614,27.69769252689426,0.0,4.361540385134958,10.69699918478932,4.1153892332129205,5.407153005858629
2024-01-02 09:00:00,96.8268672131323,93.5891107026291,512.6367539791656,512.8256183627703,24.321842681029146,0.0,3.2377565105032033,-0.18886438360470947,4.2228595834847855,3.896368846646409
2024-01-02 10:00:00,102.46763473630956,100.21898343108693,526.505247687472,520.3233394565151,28.38123835783449,0.0,2.248651305222637,6.1819082309568785,3.983000060805227,3.905825219388141
2024-01-02 11:00:00,96.33746905008694,91.26663401262608,568.991500972777,561.7871113910236,31.913406372771316,0.0,5.070835037460853,7.204389581753389,4.0428511985109425,3.977928288924372
2024-01-02 12:00:00,100.62659078501427,93.79435934642767,509.8103991794692,509.51848248318737,31.033893031496742,0.0,6.832231438586604,0.2919166962818167,4.350202935381651,4.6816128818821126
2024-01-02 13:00:00,94.12098962836068,93.99217108084699,487.2759093573125,488.51515579876747,29.556973474095752,0.0,0.12881854751368849,-1.2392464414549522,3.5036585678573973,3.9294664849013397
2024-01-02 14:00:00,96.01544185330471,88.44649263502095,499.3606421952001,493.10935654181213,29.955399432563894,0.0,7.5689492182837625,6.251285653387981,4.369897109413509,3.903640006827586
2024-01-02 15:00:00,100.59058370760737,94.58499041062272,455.77310237777203,445.1179558739592,28.622228914849188,0.0,6.005593296984642,10.65514650381283,5.12128550776591,4.970548848333577
2024-01-02 16:00:00,102.21539973998622,93.59030303835809,482.63217172277353,467.4304306330937,30.409517764803567,0.0,8.625096701628138,15.201741089679842,5.832137840599367,6.91239764930149
2024-01-02 17:00:00,100.51410484356991,94.18879325622662,489.7679390471724,483.25306236500273,31.53175655896123,0.0,6.325311587343293,6.514876682169643,5.730753870350705,6.086321729549324
2024-01-02 18:00:00,99.65305515283528,89.76697065073776,486.8977900516352,485.2854627029198,26.768226425179055,0.0,9.886084502097518,1.6123273487153824,7.682207061267471,5.122737359608009
2024-01-02 19:00:00,99.09668891323213,94.74739171120332,503.80887180084306,497.6117003971036,30.599295375674696,0.0,4.349297202028808,6.197171403739446,7.03827665801648,5.127534752174964
2024-01-02 20:00:00,95.56443402889772,89.80203446045434,479.439501690445,480.04593177096774,31.864869741909335,0.0,5.762399568443385,-0.6064300805227276,6.989637912308228,6.075343362097193
2024-01-02 21:00:00,97.84046737481587,93.31986414053912,528.0257666831118,519.1698884989302,29.16979942207326,0.0,4.520603234276749,8.85587818418162,6.168739218837951,3.883522405585388
2024-01-02 22:00:00,98.61808368712063,92.10704065614082,500.00517662295493,505.96276442648605,31.401401224241166,0.0,6.511043030979806,-5.957587803531112,6.205885507565253,5.806983516364423
2024-01-02 23:00:00,103.17136667865675,95.59949506062313,499.76749197153464,494.5805190861659,35.629308888945104,0.0,7.571871618033626,5.186972885368732,5.743042930752475,5.96217638761898
2024-01-03 00:00:00,101.03085486870539,99.55287998261997,491.8026320871771,487.1413890178461,29.791314414026218,0.0,1.4779748860854198,4.661243069330965,5.168778467563797,5.77587163687743
2024-01-03 01:00:00,94.7108795339118,89.43701864747392,503.8797670964745,491.20706824858183,30.78661410001065,0.0,5.273860886437873,12.672698847892661,5.071070731162695,6.962783264876964
2024-01-03 02:00:00,100.97225190818439,92.32329017620556,520.6274566166909,523.9026018392981,28.523885832677216,0.0,8.64896173197883,-3.2751452226071933,5.896742430703111,7.4184473516270355
2024-01-03 03:00:00,98.84475315875105,91.84970090887181,478.3217446072275,479.28410624817985,30.3625023252041,0.0,6.995052249879237,-0.9623616409523379,5.993544274482997,6.2053461978048
2024-01-03 04:00:00,97.96923399908212,92.79752508541728,483.54708777311856,484.5558410202606,30.92054324996461,0.0,5.171708913664844,-1.0087532471420104,5.51351173360924,6.437631008771468
2024-01-03 05:00:00,101.8350288665226,94.79199244300108,492.4068492805834,491.53242125108073,30.389684680540277,0.0,7.043036423521528,0.874428029502667,6.626524041096462,6.3295209519212925
2024-01-03 06:00:00,103.09299856748785,99.83471949323881,466.35322691316964,464.9211766793809,27.960609360582286,0.0,3.258279074249046,1.4320502337887433,6.223407678658697,1.8545368734245171
2024-01-03 07:00:00,102.7938403573486,93.26604696115798,479.5185535069626,476.5413384187017,30.4127235426509,0.0,9.527793396190617,2.977215088260891,6.399174011501055,1.6902876795774775
2024-01-03 08:00:00,97.48234743033208,88.86504773827109,488.0944781613835,495.61976541891926,32.924391877435276,0.0,8.617299692060996,-7.5252872575357515,6.723623499937406,4.0992005937599
2024-01-03 09:00:00,99.07236287244636,91.12298892624173,521.8597295178182,517.3545066292356,30.897271529029055,0.0,7.949373946204631,4.50522288858258,7.279156506445363,4.679246207529277
2024-01-03 10:00:00,100.9937902942107,90.21752694575592,506.56403322504815,513.2866054679273,31.923974378143683,0.0,10.776263348454776,-6.722572242879153,8.025801891432014,5.642374651596053
2024-01-03 11:00:00,102.92663538136708,95.99545214795023,504.8397477841886,509.0761445815043,29.525976059974745,0.0,6.931183233416846,-4.236396797315706,8.760382723265574,5.583968691215083
2024-01-03 12:00:00,98.56247728646413,93.86703775064751,521.2724490541993,519.7826027245274,31.499800478847423,0.0,4.695439535816618,1.489846329671991,7.793911951190774,5.269978659209193
2024-01-03 13:00:00,99.44302307000855,86.51404388511422,496.5657052900151,486.0053354969074,30.558535676433053,0.0,12.928979184894331,10.560369793107725,8.65624784975744,6.908582084741194
2024-01-03 14:00:00,96.68099507798192,87.21761824042211,509.76162124822224,489.81494315635797,28.098178540625536,0.0,9.463376837559807,19.94667809186427,8.959048428028476,11.025336677507509
2024-01-03 15:00:00,96.411380127758,85.62371395513738,497.4194561766876,490.12405699242265,30.63704200959775,0.0,10.787666172620618,7.295399184264966,8.961328992861644,9.178749219357703
2024-01-03 16:00:00,102.43757746718259,96.0966622870719,506.63405873499073,502.92719303960456,28.01660667311938,0.0,6.340915180110699,3.7068656953861705,8.843275382200414,7.224769635285638
2024-01-03 17:00:00,104.06872008571247,102.79584814808717,485.43103355971044,492.7220708036633,28.734239450230415,0.0,1.2728719376252968,-7.2910372439528714,8.15876186256215,9.941531921440133
2024-01-03 18:00:00,99.783969635259,98.78401896719154,439.0295710430893,430.82934255581546,30.37865661458475,0.0,0.9999506680674557,8.200228487273819,5.7729561591967755,9.775588187520514
2024-01-03 19:00:00,103.01059869367607,93.31186788652104,496.6430209453424,490.7169907912267,30.59448854676025,0.0,9.69873080715503,5.926030154115722,5.8200269531158195,6.301772050940103
2024-01-03 20:00:00,101.0849080751429,91.45581988015083,535.5687034024985,532.2354845649335,27.62153506984574,0.0,9.629088194992079,3.3332188375650276,5.588311357590112,5.955400551055563
2024-01-03 21:00:00,98.06464073618463,93.9307200575821,523.1553850560398,514.710218856375,32.10797154236575,0.0,4.1339206786025215,8.445166199664754,5.146912457288477,6.493433525143322
2024-01-03 22:00:00,101.08418681652525,97.79867664428694,524.1349371147793,515.4912932502282,31.144012556600945,0.0,3.285510172238304,8.643643864551109,5.549440104211078,2.2797206744533027
2024-01-03 23:00:00,104.61410969939791,103.63035624856334,530.9032680451554,529.9636726682623,28.590543128778233,0.0,0.9837534508345698,0.9395953768930667,5.546200660764501,3.3249516984216796
2024-01-04 00:00:00,99.89252188267015,94.47325218371964,502.21643977403596,490.4125009129076,26.92483040710165,0.0,5.419269698950515,11.803938861128358,4.690308439123598,4.397972704830679
2024-01-04 01:00:00,104.69393096744201,98.10430685422118,504.9328926851399,505.8743355412152,29.710190841837136,0.0,6.589624113220836,-0.9414428560752981,4.082415622769349,5.481758405921712
2024-01-04 02:00:00,92.14076468773077,85.34184878327353,484.5587026141412,483.2683692149371,29.10811257227768,0.0,6.798915904457232,1.290333399204144,4.615414667940291,5.5450051908216365
2024-01-04 03:00:00,102.46570751312566,99.274329187988,492.0981785993238,495.1356779645821,30.226280914106045,0.0,3.191378325137663,-3.037499365258327,4.596588298520163,5.7396250838362
2024-01-04 04:00:00,100.26114120471452,100.4154840370897,515.3942787442785,514.6169808153738,29.27376667768887,0.0,-0.15434283237517832,0.7772979289046589,4.368969041878214,5.747652225290949
2024-01-04 05:00:00,99.1029779486024,93.36227657681376,530.0971109292204,516.0896973912426,25.985086278509982,0.0,5.740701371788646,14.007413537977868,4.43325537644584,6.695639692778177
2024-01-04 06:00:00,100.27528232960651,98.58388801303613,496.513843107975,490.3559517449753,29.223306123397684,0.0,1.6913943165703813,6.157891362999692,3.4536094171157488,6.556101271508781
