time,pressure_in,pressure_out,flow_in,flow_out,temperature,leak
2024-01-01 00:00:00,101.49014245903369,98.97714779148619,483.12054312564044,480.7915362924788,28.273012790070133,0.0
2024-01-01 01:00:00,99.58520709648644,100.11588493939553,496.38703323211206,496.765210790461,29.93759302212183,0.0
2024-01-01 02:00:00,101.94306561430207,100.47701089178076,480.18950197500095,482.54750761173904,30.036033744088893,0.0
2024-01-01 03:00:00,104.56908956922408,100.5238190296124,492.300961759024,497.7522845882687,30.945260691686812,0.0
2024-01-01 04:00:00,99.29753987583,94.78523872433058,452.65963332615536,447.0121093674421,27.266283273438347,0.0
2024-01-01 05:00:00,99.29758912915246,94.4215504699148,505.33234268432346,498.4940733404051,31.185134547694663,0.0
2024-01-01 06:00:00,104.73763844652217,99.01589365263995,500.0301368840556,505.01714679368774,24.59121673679445,0.0
2024-01-01 07:00:00,102.30230418745873,101.39116951099452,479.57278422329523,477.31921255662286,28.74023089527238,0.0
2024-01-01 08:00:00,98.59157684219514,89.63525863586354,516.4811417108101,515.2615662688801,29.02345231509691,0.0
2024-01-01 09:00:00,101.6276801307579,99.6892324018158,523.439253440664,518.5289301562962,31.266653652142477,0.0
2024-01-01 10:00:00,98.60974692156262,93.28625618745056,459.8110033907756,457.80975040653624,30.045261705353738,0.0
2024-01-01 11:00:00,98.60281073928923,93.01077891327219,480.93188053584464,477.4498691855244,27.188873892287425,0.0
2024-01-01 12:00:00,100.7258868146981,94.78835185059033,480.77144125531754,477.6028021914758,28.03001374836597,0.0
2024-01-01 13:00:00,94.2601592660266,88.11983023501362,476.5024224722784,468.795826608497,30.397360019094815,0.0
2024-01-01 14:00:00,94.8252465024609,88.60521734079114,520.7368710482937,518.9133978949424,29.841865316270887,0.0
2024-01-01 15:00:00,98.31313741227709,98.27271410071369,495.1543465306799,496.9061555224985,28.841751780728508,0.0
2024-01-01 16:00:00,96.96150663899672,89.73268367571671,493.38712896723473,488.5056970766171,29.03833242097604,0.0
2024-01-01 17:00:00,100.94274199778582,93.59764207765524,449.90344088983113,447.76778105019247,31.39233599431858,0.0
2024-01-01 18:00:00,97.27592777343636,92.85779243090428,515.8854507552306,502.06287372692196,28.96461485426157,0.0
2024-01-01 19:00:00,95.76308889599413,89.93797089786686,469.0185401286632,468.87165891306796,29.823817511941854,0.0
2024-01-01 20:00:00,104.39694630676466,98.2108054220147,501.4983157566582,509.8021774996059,34.339873176161085,0.0
2024-01-01 21:00:00,99.3226710985404,95.34292976860476,506.9344234489548,499.2386355648169,27.152634726232154,0.0
2024-01-01 22:00:00,100.20258461406377,91.8601928407278,534.0164648959662,526.3601207662923,26.296314536850684,0.0
2024-01-01 23:00:00,95.72575544135962,91.15065446808042,467.2794900220222,471.460067996441,31.567179329597213,0.0
2024-01-02 00:00:00,98.36685182642445,95.47419744056931,424.51219610447936,424.23140449324103,28.642713877411794,0.0
2024-01-02 01:00:00,100.3327677691296,91.48361670274245,504.5962386188424,506.1485391358692,29.363524944514758,0.0
2024-01-02 02:00:00,96.54701926773309,91.44036971048628,545.0127795377714,542.2482398189214,28.43768724373777,0.0
2024-01-02 03:00:00,101.12709405503702,100.46992531853111,530.973658823486,531.2689413975355,29.480399718464977,0.0
2024-01-02 04:00:00,98.19808393024358,95.4976791710997,505.24148538186563,509.33743128935527,33.197076224192685,0.0
2024-01-02 05:00:00,99.12491875062017,95.67696983199974,487.70909535919884,481.7780892245681,31.60425691723624,0.0
2024-01-02 06:00:00,98.19488016331181,93.42330081437953,520.1780649159327,514.0278536843132,31.724447023773955,0.0
2024-01-02 07:00:00,105.55683455352681,100.26136179929375,475.66134500738826,471.0344696762771,27.167545888414708,0.0
2024-01-02 08:00:00,99.9595083257862,95.59796794065124,511.90894423390546,501.21194504911614,27.69769252689426,0.0
2024-01-02 09:00:00,96.8268672131323,93.5891107026291,512.6367539791656,512.8256183627703,24.321842681029146,0.0
2024-01-02 10:00:00,102.46763473630956,100.21898343108693,526.505247687472,520.3233394565151,28.38123835783449,0.0
2024-01-02 11:00:00,96.33746905008694,91.26663401262608,568.991500972777,561.7871113910236,31.913406372771316,0.0
2024-01-02 12:00:00,100.62659078501427,93.79435934642767,509.8103991794692,509.51848248318737,31.033893031496742,0.0
2024-01-02 13:00:00,94.12098962836068,93.99217108084699,487.2759093573125,488.51515579876747,29.556973474095752,0.0
2024-01-02 14:00:00,96.01544185330471,88.44649263502095,499.3606421952001,493.10935654181213,29.955399432563894,0.0
2024-01-02 15:00:00,100.59058370760737,94.58499041062272,455.77310237777203,445.1179558739592,28.622228914849188,0.0
2024-01-02 16:00:00,102.21539973998622,93.59030303835809,482.63217172277353,467.4304306330937,30.409517764803567,0.0
2024-01-02 17:00:00,100.51410484356991,94.18879325622662,489.7679390471724,483.25306236500273,31.53175655896123,0.0
2024-01-02 18:00:00,99.65305515283528,89.76697065073776,486.8977900516352,485.2854627029198,26.768226425179055,0.0
2024-01-02 19:00:00,99.09668891323213,94.74739171120332,503.80887180084306,497.6117003971036,30.599295375674696,0.0
2024-01-02 20:00:00,95.56443402889772,89.80203446045434,479.439501690445,480.04593177096774,31.864869741909335,0.0
2024-01-02 21:00:00,97.84046737481587,93.31986414053912,528.0257666831118,519.1698884989302,29.16979942207326,0.0
2024-01-02 22:00:00,98.61808368712063,92.10704065614082,500.00517662295493,505.96276442648605,31.401401224241166,0.0
2024-01-02 23:00:00,103.17136667865675,95.59949506062313,499.76749197153464,494.5805190861659,35.629308888945104,0.0
2024-01-03 00:00:00,101.03085486870539,99.55287998261997,491.8026320871771,487.1413890178461,29.791314414026218,0.0
2024-01-03 01:00:00,94.7108795339118,89.43701864747392,503.8797670964745,491.20706824858183,30.78661410001065,0.0
2024-01-03 02:00:00,100.97225190818439,92.32329017620556,520.6274566166909,523.9026018392981,28.523885832677216,0.0
2024-01-03 03:00:00,98.84475315875105,91.84970090887181,478.3217446072275,479.28410624817985,30.3625023252041,0.0
2024-01-03 04:00:00,97.96923399908212,92.79752508541728,483.54708777311856,484.5558410202606,30.92054324996461,0.0
2024-01-03 05:00:00,101.8350288665226,94.79199244300108,492.4068492805834,491.53242125108073,30.389684680540277,0.0
2024-01-03 06:00:00,103.09299856748785,99.83471949323881,466.35322691316964,464.9211766793809,27.960609360582286,0.0
2024-01-03 07:00:00,102.7938403573486,93.26604696115798,479.5185535069626,476.5413384187017,30.4127235426509,0.0
2024-01-03 08:00:00,97.48234743033208,88.86504773827109,488.0944781613835,495.61976541891926,32.924391877435276,0.0
2024-01-03 09:00:00,99.07236287244636,91.12298892624173,521.8597295178182,517.3545066292356,30.897271529029055,0.0
2024-01-03 10:00:00,100.9937902942107,90.21752694575592,506.56403322504815,513.2866054679273,31.923974378143683,0.0
2024-01-03 11:00:00,102.92663538136708,95.99545214795023,504.8397477841886,509.0761445815043,29.525976059974745,0.0
2024-01-03 12:00:00,98.56247728646413,93.86703775064751,521.2724490541993,519.7826027245274,31.499800478847423,0.0
2024-01-03 13:00:00,99.44302307000855,86.51404388511422,496.5657052900151,486.0053354969074,30.558535676433053,0.0
2024-01-03 14:00:00,96.68099507798192,87.21761824042211,509.76162124822224,489.81494315635797,28.098178540625536,0.0
2024-01-03 15:00:00,96.411380127758,85.62371395513738,497.4194561766876,490.12405699242265,30.63704200959775,0.0
2024-01-03 16:00:00,102.43757746718259,96.0966622870719,506.63405873499073,502.92719303960456,28.01660667311938,0.0
2024-01-03 17:00:00,104.06872008571247,102.79584814808717,485.43103355971044,492.7220708036633,28.734239450230415,0.0
2024-01-03 18:00:00,99.783969635259,98.78401896719154,439.0295710430893,430.82934255581546,30.37865661458475,0.0
2024-01-03 19:00:00,103.01059869367607,93.31186788652104,496.6430209453424,490.7169907912267,30.59448854676025,0.0
2024-01-03 20:00:00,101.0849080751429,91.45581988015083,535.5687034024985,532.2354845649335,27.62153506984574,0.0
2024-01-03 21:00:00,98.06464073618463,93.9307200575821,523.1553850560398,514.710218856375,32.10797154236575,0.0
2024-01-03 22:00:00,101.08418681652525,97.79867664428694,524.1349371147793,515.4912932502282,31.144012556600945,0.0
2024-01-03 23:00:00,104.61410969939791,103.63035624856334,530.9032680451554,529.9636726682623,28.590543128778233,0.0
2024-01-04 00:00:00,99.89252188267015,94.47325218371964,502.21643977403596,490.4125009129076,26.92483040710165,0.0
